0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
can’t,-0.038787,-0.230716,0.09057,0.555134,-0.102942,0.118907,-0.633988,0.021377,0.44245,0.266347,0.100789,0.258817,-0.233778,-0.556567,0.261804,0.093209,0.552331,0.380091,0.415654,0.568361
cant,0.403944,0.081443,0.27296,0.346146,0.417469,-0.244077,-0.105524,0.392402,-0.31576,-0.388067,-0.16301,-0.054411,0.059851,-0.52876,-0.008887,-0.060186,0.323396,0.1419,0.215071,-0.196522
didn’t,0.473473,0.615919,0.151159,0.474078,-0.699068,0.008651,-0.565363,1.257646,0.578253,0.624209,-0.046059,0.514408,-0.363479,-1.021828,0.472157,-0.191128,-0.604603,0.473431,0.829947,-0.886588
easiest,0.908123,-0.408633,0.047505,-0.317616,0.038395,0.2337,0.299562,0.527968,-0.53428,-0.336772,0.335769,1.121963,0.073667,-0.123423,-0.638487,-1.302248,-0.007608,0.122128,-0.511374,0.277645
new,0.519893,0.62912,-0.744097,-0.040173,0.315326,0.685894,0.628516,0.982275,-0.49687,-0.01033,0.317886,-0.103034,0.191212,0.375659,-0.131679,-1.11351,0.537165,0.655081,0.197571,-0.03892
receiv,0.084508,0.141253,0.077767,0.06805,-0.629673,-0.502484,-0.401737,0.303362,0.084042,0.1205,0.861091,-0.24013,-0.498789,0.392097,-0.039017,-0.455489,1.423784,1.067825,0.560342,0.304243
enabl,0.095396,0.624884,-0.533381,0.021748,-0.158383,-0.049141,0.562348,0.502305,-0.682787,-0.063087,0.361933,-0.482145,0.00616,0.037092,0.245783,-0.727058,0.684973,0.399637,0.181234,0.054585
problem,0.464898,-0.165539,-0.056229,-0.06174,-0.17301,-0.76782,-0.18031,-0.015176,0.099105,-0.349713,-0.271807,-0.164843,0.371177,-0.13131,-0.445466,0.331732,0.84087,0.134658,-0.259131,0.028288
process,0.418306,0.418913,0.155247,0.061765,0.589166,1.007669,0.638858,1.235147,-0.500117,-0.673725,-0.182031,0.27096,-0.525896,0.117926,-0.323018,-0.491629,-0.028265,-0.065749,0.292046,0.294712
avail,-0.264052,0.227155,-0.023295,-0.01582,-0.53977,-0.574022,-0.246318,0.329603,-0.403089,-0.354762,0.006188,-0.790397,-0.314608,-0.913229,-0.03823,0.640699,0.674528,-0.197084,0.247642,-0.323149
great,-0.127911,-0.298834,0.166136,0.171506,-0.001011,-0.443784,-0.396502,-0.057533,-0.726063,-0.056823,-0.247292,-0.285255,0.09928,-0.957236,0.725118,-0.343561,0.34608,-0.021243,-0.369945,-0.165428
harder,0.790237,-0.385627,0.102427,0.523586,0.701034,-0.094518,-0.427652,0.524556,-0.098406,-0.368302,0.317295,1.028155,0.165111,-1.1436,-0.220547,-0.101603,0.107056,0.111693,-0.524861,-0.157717
level,0.421372,0.139313,-0.198861,0.139897,0.302161,-0.112895,0.3867,0.068156,-0.379166,-0.084527,0.083098,0.094268,0.067646,0.526444,-0.015267,-0.61942,0.365322,0.364262,-0.255261,0.074334
depth,0.532553,0.775996,-0.253479,0.192617,-0.388824,0.715458,0.14196,1.026077,-0.062785,0.122066,0.34945,-0.082226,-0.523179,0.512668,0.198829,-0.45954,0.213894,0.776705,0.807387,-0.283486
friend,0.091926,-0.217696,0.500564,0.680751,-0.891813,-0.532038,-0.335271,-0.356846,-0.676015,0.081187,0.102568,-0.78229,-0.379707,0.477913,0.665399,-0.569396,0.716361,0.315176,-0.385195,1.005454
practic,0.302775,-0.066207,-0.003139,-0.178067,0.218474,-0.072686,0.521605,0.415128,-0.01645,-0.320871,-0.08065,-0.126363,-0.256564,0.029361,-0.245412,-0.523096,-0.078337,-0.138706,-0.095409,0.37838
say,0.24502,0.283432,0.5204,0.344925,-0.459723,-0.116183,-0.652628,0.591245,-0.497059,-0.00156,-0.03602,-0.040322,-0.526792,0.092328,0.508542,0.055693,-0.096014,0.250997,-0.208409,-0.503736
sit,-0.791915,-0.646369,0.102187,-0.045675,0.114141,0.312848,-0.657888,0.160823,-0.445149,0.066747,0.203657,0.460987,0.449977,-0.640057,0.495607,0.156079,0.071914,-0.071409,-0.415633,0.205149
via,0.374987,0.679845,0.288792,-0.221789,-0.448983,-0.637503,-1.31994,0.693479,-0.402556,-0.451056,-0.401269,-0.80396,0.242686,0.038955,-0.184106,0.758245,1.065882,0.700912,-0.069599,-1.154833
room,0.332962,0.377585,-0.045331,-0.266325,0.048309,-0.659135,0.190159,-0.33227,-0.318398,-0.019928,-0.13877,-0.193213,0.651673,0.04248,0.040307,-0.756455,0.525343,0.435009,-0.12932,0.057328
clear,0.905532,0.33364,0.26916,-0.110788,-0.487442,-0.433097,-0.157347,0.178367,0.488814,0.175815,0.411597,0.039143,-0.328627,0.324006,-0.339844,-0.342916,0.611968,0.671726,0.441094,0.167412
compar,0.034427,-0.122443,-0.379902,-0.294284,0.017594,0.180257,-0.367512,0.174092,-0.947939,-0.04454,0.351362,-0.008495,0.620896,-0.733997,0.467913,0.093553,0.307976,0.182881,-0.280769,-0.826341
properli,0.363217,0.144529,-0.247903,0.058195,-0.44658,0.084672,-0.370172,0.859447,-0.132267,0.142702,0.20096,0.196487,-0.196054,0.198256,0.202744,-0.380041,0.567025,0.753995,0.15513,-0.178052
week,-0.981427,-0.275856,-0.659295,-0.554542,0.187481,-0.520757,-0.209746,0.208242,-0.183012,-0.682145,0.034847,-0.729745,0.198758,-0.227193,-0.849317,0.949816,0.772695,-0.238205,-0.042308,-0.210813
although,0.279964,-0.149171,-0.031352,-0.239116,-0.0252,-0.433643,-0.159686,-0.027799,-0.640992,-0.153002,-0.116096,-0.247646,0.341421,-0.695971,0.475225,-0.201183,0.459371,0.06473,-0.529838,-0.275315
first,-0.037116,0.338016,-0.266392,0.172669,-0.404142,0.161097,0.242257,1.423119,0.56657,0.420522,-0.109778,0.25118,-0.634794,-0.580457,-0.132131,-0.251193,-0.21995,0.154006,0.908616,0.023346
seem,-0.451934,-0.466381,0.050557,0.056975,-0.246317,0.079643,-0.528477,-0.308277,-0.584059,-0.154347,0.01546,0.646155,0.134365,-0.213657,0.139649,-0.342736,0.209961,0.309912,-0.168823,0.162459
spot,0.422887,0.503015,0.520707,-0.047347,-0.96882,-0.488203,-0.797646,0.423093,0.61408,0.1481,0.54772,0.200291,-0.386535,-0.071044,-0.191615,-0.254721,0.934344,1.0151,0.790863,-0.03297
wast,-0.513445,-0.457285,-0.052504,-0.480777,-0.344184,-0.207381,-0.641098,0.830289,-0.007915,-0.40423,-0.456016,0.963741,0.140109,-1.008138,-0.638824,0.554395,0.427498,-0.041328,0.007485,-0.354166
faster,0.12678,-0.214416,0.323285,-0.050762,-0.011005,0.721221,-0.033166,0.714613,-0.504915,-0.367166,-0.005968,0.527325,-0.332116,-0.254022,-0.167349,-0.716635,0.027993,0.060537,0.373442,0.371183
gain,0.742317,0.885574,-0.049946,0.570037,0.04966,0.100998,0.808247,1.017679,-0.342462,-0.20661,0.759154,-0.313613,-0.558777,0.157233,0.221253,-1.065316,0.50186,0.586668,0.596686,0.04605
involv,0.277507,0.631317,0.189639,0.407947,0.489659,-0.333602,-0.021253,-0.275599,-0.383479,-0.233748,-0.056976,0.241411,0.738528,0.356324,-0.03349,-0.448939,0.848062,0.58107,-0.018009,0.369731
organ,-0.77791,-0.117192,-0.502066,-0.322232,0.228319,0.069967,0.325723,0.430644,-0.824686,-0.569717,-0.280992,0.476732,0.196107,-0.569311,-0.834823,-0.364357,0.027646,-0.482366,-0.166612,0.108751
resembl,0.294092,-1.123269,0.200647,-1.063092,-0.795614,-1.082814,-0.89181,-1.196596,-0.621174,0.000353,0.195951,0.383528,0.933974,-0.715428,0.903451,-0.414841,0.11272,0.354643,-1.572505,-0.534225
least,-0.706307,0.137064,-0.080467,0.742597,0.085227,-0.423236,-0.117831,-0.828773,-0.502529,-0.267367,-0.105792,0.434886,0.65313,-0.451928,-0.127828,-0.256985,-0.007193,0.073398,-0.145436,0.058879
necessari,-0.117674,0.465493,0.340936,0.724849,0.14971,0.189626,-0.092772,0.559419,-0.387493,-0.259598,-0.148425,-0.443925,-0.689166,-0.493877,0.272895,-0.138034,0.11867,0.118527,0.771062,-0.104156
almost,-0.160062,-0.111459,0.424562,0.247874,-0.315067,-0.693519,-0.936203,-0.643161,-0.2024,-0.013979,0.154463,0.901477,0.494434,-0.427064,-0.003021,-0.295331,0.600323,0.649797,-0.209699,0.071342
doesn’t,-0.576963,0.009349,0.33543,0.539566,0.235788,-0.188722,-0.529282,-0.406353,-0.300659,-0.399991,-0.513027,0.596948,0.367441,-0.199674,-0.098264,0.143118,-0.125255,0.096484,-0.115417,-0.098954
fit,-1.305102,-0.776675,-1.241727,-0.132257,0.867652,0.74585,0.58537,0.753279,-1.246085,-0.67123,-0.064934,0.08105,-0.071024,-0.406685,-0.669747,-0.261343,-0.133266,-0.909193,-0.302643,0.500139
hold,0.064133,-0.125298,-0.91316,-0.35491,1.15772,-0.260111,0.28319,-0.343174,-0.315888,-0.265368,-0.008388,-0.065646,1.424157,-0.509304,-0.202144,-0.87851,0.987271,0.077716,-0.25744,0.651494
oppos,-0.196259,-0.126388,-0.547534,-0.239813,-0.009251,0.673678,-0.273507,0.817721,-0.442726,0.061172,0.437363,0.045952,-0.038746,-0.287198,0.18448,0.59143,0.349022,0.101584,-0.003477,-0.483528
slow,-0.337383,0.091586,0.827307,0.704094,0.010176,-0.193125,-0.405798,0.030284,-0.265137,0.041267,-1.339933,-0.226654,-0.644898,-0.794372,0.45049,0.435642,-0.308032,-0.491512,0.494325,-0.054951
amount,-1.079593,-0.367567,-0.671881,-0.505238,-0.123894,0.150484,0.08819,0.563863,0.033521,-0.196983,-0.188003,0.125161,-0.211823,-0.015464,-0.54014,0.30957,0.472168,-0.15603,0.046407,0.266756
break,-0.342037,0.180884,0.811277,0.405126,0.504123,-0.037885,0.010896,0.755506,-0.449898,-1.120756,-0.718624,0.318587,-0.791872,-0.459589,-0.296186,0.034588,-0.311213,-0.197718,0.4187,0.035616
far,0.574765,-0.064353,-0.080209,0.246903,0.418727,0.065519,-0.183782,-0.157633,-0.668657,-0.506491,0.559995,0.434167,0.710237,0.090196,-0.222938,-0.475682,0.74253,0.571439,-0.584208,0.192207
knowledg,0.381658,0.585585,-0.029275,-0.356995,-0.084703,0.089056,0.694491,0.271691,0.027403,0.09915,0.194397,-0.146112,-0.226271,0.850957,-0.112636,-0.639855,0.223935,0.1911,0.286228,0.124961
languag,-0.112449,-0.222171,-0.34745,-0.126382,-0.088274,0.217469,0.817101,0.190406,-0.082594,-0.125206,0.008545,-0.04699,-0.404372,-0.008959,-0.302096,-0.947767,-0.737798,-0.583948,-0.361355,0.40884
plu,-0.275858,-0.016503,0.212661,0.185036,-0.539993,-0.431639,-0.186694,0.314772,-0.444662,-0.188983,0.084527,-0.180511,-0.546103,-0.593264,0.071627,-0.323176,0.402751,0.143563,0.403898,0.194195
regular,-0.596963,-1.093309,0.007993,-0.704531,-0.261335,-0.391143,-0.60086,-0.886448,-0.698943,-0.555963,-0.082422,0.803979,0.592402,-0.572232,-0.177568,-0.362092,-0.135375,0.086413,-0.769889,-0.295069
slide,0.431307,0.081653,-0.140685,0.181045,-0.017952,0.92726,-0.098636,0.721305,-0.704563,0.311359,0.537666,-0.814768,-0.640501,-0.04564,1.562293,0.555043,-0.211432,0.114997,0.131234,-0.803393
zone,-0.530279,-0.346458,-0.383058,-0.146255,0.195577,-0.349588,0.412918,0.448441,0.084076,-0.064082,-0.179666,-0.129729,-0.16599,-1.197497,-0.352962,-0.155387,0.30064,-0.510855,0.260714,0.320927
confus,-0.243394,0.393283,0.164057,0.264667,-0.309415,0.107625,-0.528478,0.500613,0.408494,0.052793,-0.011237,0.23257,-0.355038,0.105535,-0.373646,0.45169,0.375809,0.383739,0.676547,0.12509
fast,-0.235162,0.367095,0.386701,0.319579,-0.108813,0.534546,-0.379464,0.412081,0.180559,0.048641,-0.897322,-0.201089,-0.72553,-0.196848,0.31763,0.430844,-0.142253,0.144281,1.188142,0.008751
happen,-0.015089,-0.429262,-0.076662,-0.098367,-0.264571,-0.797705,-0.247058,0.083986,-0.155747,-0.210877,0.114382,0.154315,0.311935,-1.324755,0.008663,-0.460222,0.202333,0.14417,-0.127908,-0.387203
repli,-0.122133,0.192679,0.473765,-0.58646,-0.770678,-0.372926,-0.931121,0.579485,0.519071,-0.37505,0.465963,-0.601686,-0.379005,0.612936,-0.805386,1.265147,0.949308,0.348498,0.813112,-0.571795
revis,-0.022011,0.422083,0.07296,0.371717,0.112657,0.425562,-0.385063,0.963181,0.080493,-0.259281,-0.366387,-0.220902,-0.564588,-0.71055,-0.032082,0.025285,-0.108521,0.150892,0.634024,-0.325925
share,0.920344,0.338116,0.445853,-0.022769,-0.158513,-1.056055,0.175949,-0.963943,0.398163,0.055087,0.142272,-0.722682,0.197492,0.364029,0.148506,-0.613911,0.849018,0.595497,0.335118,0.772965
skip,-0.388809,0.298427,0.109377,0.417409,0.176196,0.788275,0.176471,0.657247,0.132468,0.184228,-0.384327,0.448926,-0.441829,-0.874516,0.286806,0.18096,-1.137673,-0.320578,0.877822,-0.289723
stuff,-0.169889,0.444832,-0.2071,0.005525,-0.179852,0.332413,-0.509629,0.570318,0.236549,0.378722,-0.041469,0.11478,-0.126605,0.223513,0.084819,0.080908,0.132413,0.465722,0.302945,-0.217658
togeth,-0.424355,0.019566,-0.467674,-0.406402,-0.154289,0.001367,-0.429241,-0.044232,-0.545041,-0.149811,-0.209452,0.33992,0.62851,0.332568,-0.066466,-0.298274,0.727592,0.555697,-0.309492,0.136932
benefit,-0.297591,-0.065066,-0.071205,0.004525,-0.268566,0.040364,-0.234082,0.215587,-0.439514,0.049539,0.187921,-0.231039,0.04324,0.5501,0.226249,-0.500426,0.538548,0.384375,-0.255269,0.352697
decid,-1.317745,-0.375039,-0.359125,0.222067,0.200415,0.503949,0.256782,0.579477,-0.49275,-0.408904,-0.393828,0.222415,-0.586945,-0.682102,-0.443984,0.474281,-0.260571,-0.882569,0.183387,0.460683
exampl,0.259572,0.206843,-0.084295,-0.039338,-0.15242,-0.340247,-0.369796,0.41318,-0.198225,0.141657,0.075042,-0.154773,0.185341,-0.354111,0.350384,-0.281481,0.271513,0.436641,-0.155033,-0.437839
might,0.386864,0.122071,0.054825,-0.082986,-0.138786,-0.461474,-0.233704,0.493045,0.236164,-0.064541,0.031628,-0.263262,-0.043529,-0.791696,0.153568,-0.072348,0.474117,0.208505,0.291841,-0.287612
pre,-0.275512,-0.109192,0.010425,1.067978,0.324195,0.12954,-0.612281,-0.132999,-1.068656,0.116681,0.315429,-0.187428,0.408947,-1.345823,1.369302,0.516221,-0.18808,-0.048553,-0.310763,-0.759552
quickli,0.467862,0.22694,0.329183,0.086431,-0.169183,-0.112784,-0.534724,0.654359,0.56267,0.254894,0.302871,-0.050975,-0.631988,-0.194274,-0.123391,0.005431,0.544677,0.448704,0.433534,0.202535
repeat,-0.457019,0.563299,0.396158,0.528998,-0.475141,-0.004924,-0.19866,0.816949,-0.128881,0.100763,-0.205751,0.171848,-0.551234,-0.652947,0.35978,0.026457,-0.896585,-0.244149,0.783025,-0.515731
research,-0.402488,0.472785,-0.008395,0.181461,-0.212322,0.483141,0.008203,0.808864,0.074848,0.211187,-0.355128,0.180576,-0.820396,0.243112,-0.103244,-0.15841,-0.281873,0.066455,0.828857,0.127047
resourc,-0.369415,0.409912,-0.329741,-0.252232,-0.159654,0.530681,-0.686525,0.28798,-0.606288,-0.429708,-0.368419,-0.123672,-0.052812,-0.1266,-0.106048,0.803256,0.005909,-0.072505,-0.145166,-0.737965
contribut,0.157622,0.196227,-0.006015,-0.108894,0.080294,-0.426522,-0.067869,-0.187209,-0.224121,-0.095264,-0.256966,0.273301,0.703078,0.10609,-0.135528,-0.068517,0.570854,0.236928,-0.078379,0.031474
free,-1.460068,-0.176597,-0.279593,0.064708,-0.135798,0.276368,-0.030724,0.358625,-0.266494,-0.289116,-0.446031,0.641605,-0.333383,-0.622348,-0.538608,0.18982,-0.186912,-0.553984,0.200565,0.541576
info,0.336844,0.244938,0.419926,0.146227,0.243961,0.377606,0.027806,0.505676,0.065414,-0.245845,-0.029624,0.021966,-0.635525,-0.087758,-0.037944,0.219361,0.1156,0.04689,0.592277,0.039942
send,0.125173,0.899206,-0.139539,-0.24607,-0.564282,0.083052,-1.02752,0.827512,-0.236068,-0.219191,0.165168,-0.975484,-0.034813,0.540369,0.008078,0.802149,1.058953,0.691017,0.206578,-0.877749
type,0.009238,0.188784,0.060225,-0.212236,0.038598,0.116642,-0.148489,0.381668,-0.078436,-0.202203,0.02177,0.054655,0.24545,0.258614,-0.409658,-0.104454,0.423628,0.273514,0.209374,-9.3e-05
voic,0.217548,0.070837,0.342895,1.325669,-0.47787,0.050272,0.044301,0.135638,-0.638308,0.26059,0.520116,-0.986424,-0.769241,0.488654,1.216278,-0.32118,0.233776,0.362907,0.34395,0.489852
depend,-0.311543,-0.17896,-0.147863,-0.045646,-0.29024,-0.548409,0.079106,0.166139,-0.211304,-0.129781,-0.209916,-0.011559,0.140864,-0.208322,-0.315649,-0.200888,0.336019,-0.12642,-0.280739,0.195498
didnt,-0.157389,0.362958,0.046356,0.552762,-0.379474,0.246841,-0.362854,1.069188,0.370051,0.724666,0.11254,0.879018,-0.447601,-0.454149,0.376234,-0.290604,-0.758561,0.264789,0.597509,-0.431089
facetofac,0.24634,-0.684613,0.237121,-0.492006,-0.478655,-0.387991,-0.163117,-0.825087,-0.722652,0.127353,0.34095,0.192861,0.542491,-0.263072,0.549383,-0.437217,0.038419,0.18788,-0.502726,-0.472121
googl,-0.142306,0.071533,-0.570775,-1.435095,-0.133425,-0.185698,-1.547672,0.108243,0.196117,0.477593,-0.486078,0.195084,1.002266,-0.213741,-0.090705,0.072779,0.242109,0.425726,-0.9813,-1.069948
maintain,-0.753435,-0.279274,-0.574462,0.62317,0.444532,-0.445034,0.490626,-0.637494,-0.04018,-0.545724,0.126078,-0.133685,0.221412,0.087137,-0.829018,-0.522125,0.407092,0.154814,-0.05293,0.515927
review,-0.448104,0.48931,0.271784,0.378859,-0.001502,0.760174,-0.217735,0.934887,-0.420698,-0.095139,-0.362192,-0.635815,-0.848901,-0.482082,0.526691,0.381853,-0.016014,-0.114635,1.026386,-0.243823
self,-0.123131,-0.059901,-0.40423,0.278035,0.802344,0.356624,0.301766,-0.439868,-0.493961,-0.433333,0.214665,0.333553,0.550931,0.223664,-0.340744,0.166922,0.083076,-0.151445,-0.763147,0.44842
start,-0.776938,-0.064595,0.321372,0.286654,0.223745,-0.1929,-0.301241,0.070721,-0.211353,-0.564586,-0.499601,0.073418,-0.406867,-0.64627,-0.384233,0.688045,-0.280732,-0.524167,0.408715,0.127401
view,0.161412,-0.026844,-0.203639,-0.006194,-0.083775,0.153769,0.464796,0.7156,0.191782,0.320314,0.123994,-0.562931,-0.732965,-0.040603,0.347939,0.047576,0.118984,-0.102063,0.706876,0.152699
written,0.490943,0.133738,-0.079852,-0.058312,0.224874,0.93922,0.029152,0.7763,-0.546573,-0.024529,0.264386,0.167802,-0.366181,0.585751,0.407074,-0.116813,-0.156743,0.151189,-0.274212,-0.274443
year,-0.219718,-0.234023,-0.219451,0.491921,0.108871,0.121299,0.276156,-0.217387,-0.274197,0.602779,0.014118,-0.768077,0.055588,-0.765252,1.329026,0.346415,-0.3722,-0.403724,-0.031685,-0.514238
benefici,0.064567,0.031145,-0.300034,-0.051767,0.464699,0.189249,-0.199407,0.298569,-0.657501,-0.283999,-0.074402,-0.215546,0.329463,0.279569,0.191083,-0.4583,0.527362,0.208599,-0.683658,0.238442
catch,0.612911,0.334544,0.577263,0.296917,-0.211266,-0.24001,-0.262138,0.404287,0.279284,0.01429,-0.049277,-0.014587,-0.448058,-0.6185,0.206409,0.25555,-0.185545,0.142207,0.666859,-0.438082
hand,-0.07339,0.252433,-0.135219,-0.087,-0.236418,0.164275,-0.243999,0.629513,0.384059,0.072469,0.142796,-0.122228,-0.304418,-0.111364,-0.291259,0.485179,0.527176,0.230018,0.463391,-0.113726
inperson,0.306279,-1.134574,0.384135,-0.799519,-0.636638,-0.558877,-0.543802,-0.804681,-0.541621,0.137781,0.40493,0.595447,0.669201,-0.901931,0.93996,-0.957938,-0.177135,0.370308,-0.821893,-0.555546
love,-0.000891,0.10344,0.249318,0.0,-0.016826,-0.054539,-0.07359,-0.054891,-0.59577,-0.138177,-0.040833,-0.328258,0.06336,-0.084853,0.48232,-0.437441,0.371399,0.078718,-0.032399,0.248356
organis,-0.078493,-0.367638,-0.501496,0.008671,0.582977,0.179655,0.436888,0.292856,-0.091961,-0.5723,0.094571,0.307305,0.028422,-0.175603,-0.874098,-0.21533,0.14708,-0.191328,-0.098241,0.509098
place,0.063132,-0.099649,0.72549,-0.291187,0.313773,-0.512619,0.269201,0.79896,-0.130768,-0.762719,-0.829963,0.103842,-0.347144,-0.820084,0.069038,-0.199122,-0.106405,-0.432292,-0.0022,0.254328
replic,-0.135033,-0.718756,-0.08205,-0.583851,-0.229815,-0.498934,-0.215956,-0.878103,-0.275739,0.158167,0.382812,0.529336,1.16631,0.229155,0.220149,-1.3324,0.281478,0.350621,-1.281266,0.143078
tend,0.366018,0.039933,-0.02613,0.435573,0.52875,0.067904,-0.1713,0.323049,-0.304604,-0.075245,0.029352,-0.191499,-0.143101,-0.514656,0.315669,0.843854,0.251865,-0.146219,-0.189665,-0.243136
there’,-0.341682,-0.082608,0.185921,0.196823,-0.215755,-0.461068,-0.309747,-0.502941,0.043748,-0.238501,-0.011078,0.401398,0.302459,-0.165404,-0.407743,-0.091664,0.699958,0.326126,0.165619,0.270678
combin,0.187645,-0.014982,-0.591695,-0.11923,0.510873,0.044197,-0.555624,-0.141848,-0.982889,0.067739,-0.186026,-0.351446,0.997651,-0.473417,0.875407,0.42401,0.438342,0.176559,-1.045272,-0.920152
spend,-0.577476,-0.257672,0.015462,-0.074287,0.09847,0.148773,0.439897,0.682687,-0.232796,-0.697819,-0.315081,0.447371,-0.240451,-0.669476,-0.778258,0.135934,-0.321549,-0.725514,0.162002,0.221529
support,0.083873,-0.068245,-0.201396,-0.004402,-0.40217,-0.515956,-0.224963,-0.02998,0.106719,-0.101196,0.366156,-0.462877,-0.156747,0.19255,-0.299724,0.34627,1.068217,0.341237,0.005644,0.250467
timet,-0.754635,-0.544896,-0.810217,-0.133767,0.455394,0.182391,0.059006,0.109128,0.016741,-0.171691,0.204058,0.350011,0.292886,-0.09156,-0.649275,0.425305,0.287014,-0.274257,-0.244365,0.249425
tutori,0.423351,-0.092701,-0.164844,-0.462721,0.098532,-0.52078,-0.135037,-0.235215,-0.138496,0.065895,0.108779,-0.600269,0.489755,-0.375165,0.420255,0.207261,0.499434,0.179907,-0.294676,-0.530057
whole,0.337256,-0.137948,-0.069484,-0.275465,0.124303,-0.221052,-0.121474,0.277347,-0.294964,-0.176973,-0.045011,-0.079281,0.179385,-0.310104,0.198807,-0.263881,0.308878,0.228781,-0.163731,-0.195992
aspect,-0.346066,0.026862,0.289796,0.247282,-0.277577,-0.332427,-0.250621,-1.742479,-0.278325,0.24096,0.480352,-0.352805,0.601071,0.577343,0.353741,-0.281415,0.226018,0.34735,-0.155167,0.462147
base,0.598347,0.415387,-0.360736,-0.613996,0.523794,-0.22699,0.469322,0.179229,-0.389285,0.025113,-0.359729,-0.272638,0.667288,-0.001721,0.205489,-0.418546,0.299704,0.060307,-0.438579,-0.350538
educ,0.043175,-0.519828,0.168452,-0.424094,-0.491923,-0.370979,-0.228714,-0.700638,-0.140798,0.135431,0.242371,0.443558,0.089351,-0.364954,0.181597,-0.356202,-0.000719,0.11056,-0.185865,-0.246158
enough,-0.152484,-0.063047,-0.295849,0.282745,0.234657,-0.01572,0.345782,0.569858,-0.067919,-0.206591,-0.236164,-0.063523,-0.179493,-0.633063,-0.276961,-0.115536,0.075579,-0.19502,0.180713,0.250274
gener,0.679404,-0.338144,-0.158608,-0.028836,0.208598,0.118061,-0.107434,0.181635,0.103719,0.146604,0.219229,0.34041,-0.096828,-0.024381,0.06027,-0.314164,0.176667,0.288918,-0.424691,0.176393
quick,0.434741,0.247128,0.619586,-0.184282,-0.625013,-0.754045,-0.030799,-0.210713,0.597452,-0.488389,0.614178,-0.700092,-0.465271,0.075174,-0.598491,0.09671,1.432327,0.445514,1.168881,0.660823
refer,0.026779,0.44262,0.470942,0.273152,-0.195259,0.81464,-0.691104,0.275956,0.17576,0.200453,-0.322975,-0.581026,-0.183873,-1.551163,0.70474,0.634815,-0.525,-0.030682,1.277638,-0.729667
along,0.874647,-0.024375,0.266111,0.074391,0.604103,0.395258,0.256566,0.82135,0.11025,-0.803821,0.269276,0.585352,-0.524689,-0.614843,-1.165461,-0.198794,0.182619,-0.054343,0.761182,0.215309
anoth,0.141235,0.016884,0.111381,-0.360433,-0.585663,-0.748134,-0.076274,0.22373,-0.521147,-0.43522,-0.14903,-0.759301,0.087457,-0.847902,0.597388,-0.477731,0.445075,-0.164536,-0.791641,0.22198
behind,-0.287973,-0.544275,-0.292454,0.182073,0.054814,-0.005399,-0.004848,-0.540099,0.531008,0.549282,0.253082,0.289275,-0.028539,-0.086054,0.09243,0.68219,-0.103682,-0.11921,0.003182,0.22752
collabor,0.689403,0.671085,0.374109,0.183413,0.399549,-0.581449,0.141537,-0.044045,-0.288147,-0.215495,-0.075846,-0.302405,0.706789,0.11242,0.06956,-0.615581,0.159598,0.420416,-0.099492,-0.048083
els,0.625184,0.203605,-0.078446,-0.015116,-0.636419,0.371164,-0.052796,0.6343,0.099751,0.819968,-0.04985,-0.025431,-0.610724,0.772393,0.988057,-0.217292,-0.454619,0.323059,-0.190673,-0.114431
join,0.18498,0.086821,0.157255,0.037348,0.178217,-1.061081,-0.265536,0.009912,-0.066681,-0.13737,-0.745458,-0.404874,0.32344,-1.01158,0.038038,0.28997,0.461912,-0.083304,-0.02919,-0.315972
play,0.070431,0.467099,0.620053,0.957959,0.337025,0.562509,-0.239358,0.696002,-0.206807,-0.040904,-0.666384,0.013212,-0.885092,-0.506568,0.302143,-0.141684,-0.899866,-0.088719,0.872725,-0.21032
small,0.501237,0.134281,0.08337,-0.376117,0.217505,-0.720395,-0.097113,-0.464652,-0.172098,-0.088961,-0.523135,-0.371455,0.743332,-0.124991,0.228319,-0.084758,0.403098,0.252379,-0.34717,-0.258485
verbal,1.021798,0.621819,-0.06831,-0.008943,-0.54092,0.201658,0.436827,0.459309,-0.224911,0.186826,0.707509,-0.17466,-0.40645,0.891103,0.125201,-0.637373,0.499011,0.659289,0.363202,-0.019575
addit,0.030747,0.45573,0.119728,0.107334,-0.267456,-0.106677,-0.17027,0.365111,0.130043,-0.253342,0.110268,-0.418225,-0.370284,-0.135823,-0.029129,0.271563,0.291255,0.247168,0.471856,-0.273282
caus,0.295374,-0.078132,0.208317,0.137255,0.141691,-0.377665,-0.281946,0.10012,-0.164425,-0.375421,-0.526889,0.057303,0.143973,-0.609182,0.019508,0.094653,0.127296,-0.009847,-0.225568,-0.195928
clarif,0.283147,0.67702,0.395564,0.123034,-0.606893,-0.478575,-0.005789,0.541612,0.252158,-0.18115,0.361566,-0.283061,-0.298219,-0.038359,-0.408104,-0.350556,0.640935,0.580667,0.967839,0.012903
end,-0.013472,-0.024684,-0.100259,-0.330427,-0.153564,-0.286731,-0.234878,0.055932,-0.086456,-0.042288,-0.116399,-0.204645,0.267512,-0.158273,0.020116,0.011109,0.392458,0.114499,-0.088012,-0.191764
found,0.398218,-0.388362,-0.426727,-0.226616,0.573645,-0.337555,-0.137352,0.258366,-0.238515,-0.099698,-0.291807,0.289067,0.60741,-0.891784,0.333466,0.254289,-0.064407,-0.11141,-1.017867,-0.644431
